16764,No gesture
146228,No gesture
35104,Pulling Two Fingers In
7119,Doing other things
43852,No gesture
55250,Sliding Two Fingers Up
126184,Sliding Two Fingers Left
30081,Sliding Two Fingers Left
97295,Doing other things
60203,Sliding Two Fingers Left
69696,Doing other things
75342,Sliding Two Fingers Up
5479,Sliding Two Fingers Left
75627,Doing other things
144527,Shaking Hand
93443,Sliding Two Fingers Left
59772,Sliding Two Fingers Up
112241,Sliding Two Fingers Right
41789,Sliding Two Fingers Right
24925,Sliding Two Fingers Up
98087,Pulling Two Fingers In
128628,Doing other things
34438,Sliding Two Fingers Left
107908,No gesture
7888,No gesture
47525,Sliding Two Fingers Up
108604,No gesture
105684,Sliding Two Fingers Down
28784,Sliding Two Fingers Down
145992,Pulling Two Fingers In
88841,Stop Sign
100234,Pulling Two Fingers In
123228,No gesture
27180,Sliding Two Fingers Up
108013,Sliding Two Fingers Right
6374,Sliding Two Fingers Right
23000,Doing other things
24100,Doing other things
61589,Doing other things
144792,Doing other things
146355,Sliding Two Fingers Right
60676,Shaking Hand
25738,Sliding Two Fingers Down
130694,Pulling Two Fingers In
86855,Doing other things
99901,No gesture
98339,Doing other things
121878,Pulling Two Fingers In
61288,Sliding Two Fingers Left
58915,No gesture
46746,Sliding Two Fingers Down
127217,Shaking Hand
75935,No gesture
107604,Doing other things
30750,Pulling Two Fingers In
98076,Doing other things
112877,No gesture
85535,Shaking Hand
64428,Stop Sign
35377,Doing other things
63699,Sliding Two Fingers Left
111459,Stop Sign
70414,Sliding Two Fingers Up
109845,Doing other things
101099,Doing other things
26840,Pulling Two Fingers In
119736,Doing other things
132944,No gesture
50587,Stop Sign
73552,Sliding Two Fingers Up
56813,Sliding Two Fingers Up
114141,Sliding Two Fingers Left
76936,Shaking Hand
115308,Doing other things
129326,Sliding Two Fingers Right
35399,Doing other things
127928,Stop Sign
130005,Stop Sign
27759,Sliding Two Fingers Left
110146,Sliding Two Fingers Down
641,Stop Sign
66117,Shaking Hand
59466,Doing other things
18761,Sliding Two Fingers Left
70484,Doing other things
30152,Sliding Two Fingers Right
21651,No gesture
101693,Shaking Hand
116755,No gesture
45824,Doing other things
70255,No gesture
83196,No gesture
76313,Shaking Hand
73145,Doing other things
120598,Shaking Hand
53335,Stop Sign
137228,Pulling Two Fingers In
30677,No gesture
88183,No gesture
59816,Pulling Two Fingers In
16518,Stop Sign
5895,Stop Sign
90218,Sliding Two Fingers Right
87584,Doing other things
33179,Pulling Two Fingers In
104679,Doing other things
119880,Doing other things
35110,Sliding Two Fingers Down
143403,Shaking Hand
26128,Doing other things
9255,Sliding Two Fingers Left
94806,Stop Sign
110196,No gesture
42801,Sliding Two Fingers Right
144566,Sliding Two Fingers Up
105432,Sliding Two Fingers Up
95498,Sliding Two Fingers Down
15777,Stop Sign
48907,Doing other things
125686,Sliding Two Fingers Up
113433,Doing other things
91661,Stop Sign
46016,Shaking Hand
141485,Doing other things
96630,Doing other things
88261,Sliding Two Fingers Left
112771,Doing other things
84926,Sliding Two Fingers Down
109589,Doing other things
131773,Sliding Two Fingers Down
57729,Sliding Two Fingers Left
11245,No gesture
95506,Sliding Two Fingers Down
70987,Sliding Two Fingers Right
32644,Sliding Two Fingers Down
99336,Doing other things
63375,Shaking Hand
134443,Sliding Two Fingers Up
113440,Shaking Hand
79589,Sliding Two Fingers Up
122779,Sliding Two Fingers Down
91692,Pulling Two Fingers In
70810,No gesture
892,Doing other things
114862,Shaking Hand
42562,Sliding Two Fingers Left
118719,Doing other things
49241,Sliding Two Fingers Right
34432,Shaking Hand
133538,Stop Sign
119972,Doing other things
41712,No gesture
98569,Sliding Two Fingers Up
22596,No gesture
32481,Sliding Two Fingers Left
56086,Doing other things
44066,Doing other things
55678,Sliding Two Fingers Right
28086,Doing other things
43277,Sliding Two Fingers Up
73410,Sliding Two Fingers Up
53636,Sliding Two Fingers Right
95609,Pulling Two Fingers In
33125,Sliding Two Fingers Up
67881,Stop Sign
66327,Sliding Two Fingers Right
95980,No gesture
35175,Shaking Hand
46415,Sliding Two Fingers Down
108562,Sliding Two Fingers Down
132291,Pulling Two Fingers In
40436,Stop Sign
89893,Sliding Two Fingers Left
105765,Sliding Two Fingers Up
134446,Stop Sign
36968,Sliding Two Fingers Left
78119,Sliding Two Fingers Up
20999,Shaking Hand
3888,Sliding Two Fingers Left
115455,Sliding Two Fingers Up
67616,Shaking Hand
69782,Sliding Two Fingers Right
112887,Stop Sign
124393,Doing other things
74543,No gesture
125621,Sliding Two Fingers Right
20094,Sliding Two Fingers Right
108596,Doing other things
73240,No gesture
26820,Shaking Hand
30808,Sliding Two Fingers Up
74155,Sliding Two Fingers Up
126009,Stop Sign
147552,Pulling Two Fingers In
79576,Sliding Two Fingers Left
4946,Sliding Two Fingers Down
45202,Sliding Two Fingers Down
41178,Sliding Two Fingers Up
70957,Sliding Two Fingers Left
80205,Stop Sign
102236,Sliding Two Fingers Down
129776,Doing other things
16795,Sliding Two Fingers Up
128954,Doing other things
88341,No gesture
96929,Sliding Two Fingers Right
106555,Shaking Hand
135051,Doing other things
13605,Sliding Two Fingers Left
16424,Sliding Two Fingers Left
10374,Sliding Two Fingers Right
106949,Doing other things
145387,Shaking Hand
20617,Sliding Two Fingers Down
66907,Shaking Hand
67663,Sliding Two Fingers Right
104060,Shaking Hand
112345,Doing other things
4977,Shaking Hand
118754,Shaking Hand
110115,Sliding Two Fingers Down
39387,Stop Sign
21514,No gesture
125637,Stop Sign
120299,Stop Sign
118873,Stop Sign
110279,No gesture
2753,Doing other things
81741,Doing other things
44687,Pulling Two Fingers In
23087,Doing other things
66621,Sliding Two Fingers Down
65621,Shaking Hand
139471,Doing other things
118989,Stop Sign
142611,Sliding Two Fingers Right
19572,Sliding Two Fingers Down
1465,Sliding Two Fingers Up
97793,Sliding Two Fingers Right
67561,Sliding Two Fingers Left
32647,Doing other things
132195,Sliding Two Fingers Up
127865,No gesture
76338,Shaking Hand
113321,Doing other things
819,Sliding Two Fingers Up
29827,Sliding Two Fingers Up
81363,Sliding Two Fingers Down
96591,Sliding Two Fingers Up
127577,Pulling Two Fingers In
80122,Sliding Two Fingers Down
1762,Sliding Two Fingers Right
105702,No gesture
119712,Doing other things
3767,Sliding Two Fingers Down
143336,Sliding Two Fingers Up
74901,Doing other things
119798,Sliding Two Fingers Down
111620,Sliding Two Fingers Down
50317,Doing other things
105112,Doing other things
18414,Sliding Two Fingers Up
35417,Doing other things
20203,Sliding Two Fingers Right
12871,Stop Sign
71546,Doing other things
95378,Doing other things
39486,Sliding Two Fingers Up
90451,Sliding Two Fingers Down
136069,Doing other things
58684,Doing other things
89665,Doing other things
121185,Sliding Two Fingers Up
20951,Sliding Two Fingers Left
57882,Sliding Two Fingers Right
37208,Stop Sign
116584,Shaking Hand
64783,Sliding Two Fingers Right
4863,Shaking Hand
109243,Shaking Hand
22676,Doing other things
16565,Pulling Two Fingers In
114287,Sliding Two Fingers Left
8202,Sliding Two Fingers Up
60413,Sliding Two Fingers Down
132640,Shaking Hand
103555,Shaking Hand
23608,Sliding Two Fingers Up
118292,Sliding Two Fingers Up
37296,Doing other things
74835,Sliding Two Fingers Down
98682,Sliding Two Fingers Up
142705,Sliding Two Fingers Up
107784,Pulling Two Fingers In
59877,Sliding Two Fingers Down
35765,Shaking Hand
103976,Doing other things
54041,Sliding Two Fingers Down
38489,Sliding Two Fingers Left
19451,Sliding Two Fingers Right
83568,Stop Sign
132270,Shaking Hand
40792,No gesture
114800,Stop Sign
81379,Pulling Two Fingers In
59819,Stop Sign
92129,Sliding Two Fingers Right
50660,Pulling Two Fingers In
130661,Sliding Two Fingers Down
40033,Sliding Two Fingers Up
58716,Doing other things
124859,Sliding Two Fingers Right
80024,Pulling Two Fingers In
68184,Shaking Hand
88692,Doing other things
129172,Stop Sign
18633,Sliding Two Fingers Right
124023,Doing other things
111254,No gesture
80940,Stop Sign
45836,Doing other things
107275,Pulling Two Fingers In
53673,Doing other things
34415,Stop Sign
84443,Sliding Two Fingers Left
11329,Shaking Hand
134297,Stop Sign
108839,Doing other things
7934,Doing other things
27131,Stop Sign
99140,Sliding Two Fingers Up
120098,Pulling Two Fingers In
2301,No gesture
120672,Sliding Two Fingers Up
134635,Doing other things
123349,No gesture
67145,Sliding Two Fingers Up
120016,No gesture
55207,Doing other things
73206,Doing other things
43340,Sliding Two Fingers Down
26778,No gesture
109998,Shaking Hand
122831,No gesture
7169,Shaking Hand
77739,Sliding Two Fingers Down
12560,Pulling Two Fingers In
138151,Doing other things
45438,Doing other things
138188,No gesture
68186,Doing other things
63909,Shaking Hand
114443,Sliding Two Fingers Up
69836,Stop Sign
36590,Stop Sign
136248,Sliding Two Fingers Up
132086,Doing other things
130313,Doing other things
5098,Sliding Two Fingers Right
131452,Sliding Two Fingers Up
91132,Stop Sign
20928,Pulling Two Fingers In
97861,Pulling Two Fingers In
79595,Doing other things
8803,Shaking Hand
35080,No gesture
130575,Doing other things
110948,Stop Sign
110658,Shaking Hand
100166,Doing other things
68361,Pulling Two Fingers In
86813,Stop Sign
82482,Sliding Two Fingers Right
3316,Sliding Two Fingers Left
75313,Pulling Two Fingers In
112557,Sliding Two Fingers Left
79018,Doing other things
94943,Doing other things
109446,Sliding Two Fingers Right
40774,Sliding Two Fingers Up
94583,Sliding Two Fingers Right
143254,Sliding Two Fingers Right
115830,Doing other things
78145,Stop Sign
44455,Doing other things
13156,Sliding Two Fingers Down
61920,Pulling Two Fingers In
58071,Sliding Two Fingers Down
28224,Doing other things
140819,Doing other things
48236,Doing other things
34790,Stop Sign
97339,Sliding Two Fingers Up
26358,Doing other things
94611,Shaking Hand
12575,Pulling Two Fingers In
79088,Stop Sign
9481,Sliding Two Fingers Right
28610,Shaking Hand
78341,Sliding Two Fingers Right
99482,Doing other things
15957,Sliding Two Fingers Up
95617,Stop Sign
118006,No gesture
138615,Doing other things
41234,Shaking Hand
62285,Pulling Two Fingers In
71165,Shaking Hand
53766,Shaking Hand
136951,Sliding Two Fingers Down
103596,Sliding Two Fingers Left
128279,Sliding Two Fingers Down
108425,Sliding Two Fingers Right
100189,Doing other things
10729,Doing other things
125134,Stop Sign
17597,Doing other things
32965,Sliding Two Fingers Up
54305,Doing other things
104860,Doing other things
145784,Doing other things
31100,Sliding Two Fingers Left
102514,No gesture
92806,Pulling Two Fingers In
54210,Doing other things
121468,Sliding Two Fingers Down
31888,Sliding Two Fingers Down
45374,Shaking Hand
44105,Sliding Two Fingers Up
100012,Sliding Two Fingers Left
12823,Doing other things
124468,Doing other things
43582,Sliding Two Fingers Up
17278,No gesture
18220,Sliding Two Fingers Up
124835,Sliding Two Fingers Down
8653,Pulling Two Fingers In
79327,Shaking Hand
95870,Doing other things
99470,Sliding Two Fingers Down
116520,Doing other things
43324,Doing other things
128403,Sliding Two Fingers Right
82625,Sliding Two Fingers Up
24007,Sliding Two Fingers Down
38052,Shaking Hand
126708,Pulling Two Fingers In
109054,Stop Sign
71045,Stop Sign
107853,Doing other things
107776,Sliding Two Fingers Right
565,Doing other things
60048,Doing other things
24415,Sliding Two Fingers Up
19586,Shaking Hand
94131,No gesture
113377,Doing other things
22983,Shaking Hand
11510,Doing other things
65055,Sliding Two Fingers Down
122985,Sliding Two Fingers Left
53382,Sliding Two Fingers Left
84778,Sliding Two Fingers Right
137820,No gesture
126955,Sliding Two Fingers Left
47659,Sliding Two Fingers Left
116074,Pulling Two Fingers In
69211,Sliding Two Fingers Right
60288,Shaking Hand
115666,Sliding Two Fingers Down
98882,Sliding Two Fingers Left
25049,Stop Sign
26647,Doing other things
80079,Sliding Two Fingers Up
57574,Sliding Two Fingers Left
41867,Doing other things
117247,Shaking Hand
109953,Doing other things
7186,Sliding Two Fingers Down
17709,Pulling Two Fingers In
28029,Doing other things
69158,Sliding Two Fingers Down
59674,Sliding Two Fingers Down
59936,Shaking Hand
34532,Sliding Two Fingers Left
54854,Sliding Two Fingers Right
75759,Stop Sign
11090,Sliding Two Fingers Up
53061,Sliding Two Fingers Left
145849,Pulling Two Fingers In
107932,Sliding Two Fingers Up
29838,Sliding Two Fingers Right
81195,Stop Sign
54120,Sliding Two Fingers Right
134415,Shaking Hand
8651,Sliding Two Fingers Left
138153,Sliding Two Fingers Up
11526,Sliding Two Fingers Left
51781,No gesture
72125,Stop Sign
139090,Doing other things
32779,Sliding Two Fingers Left
62259,Sliding Two Fingers Down
104050,Doing other things
65477,Sliding Two Fingers Up
61138,Sliding Two Fingers Left
55098,Sliding Two Fingers Down
46541,Sliding Two Fingers Left
20979,Sliding Two Fingers Up
26836,Sliding Two Fingers Down
53817,Pulling Two Fingers In
131234,Sliding Two Fingers Down
4272,Pulling Two Fingers In
24507,Doing other things
5779,Doing other things
70942,Doing other things
112777,No gesture
73669,Shaking Hand
103352,Stop Sign
106481,Sliding Two Fingers Down
124523,Sliding Two Fingers Right
80396,Sliding Two Fingers Up
75565,Pulling Two Fingers In
91470,Sliding Two Fingers Right
32467,Doing other things
79552,No gesture
100328,Shaking Hand
32507,Sliding Two Fingers Right
75886,Sliding Two Fingers Left
87990,No gesture
18254,Sliding Two Fingers Left
128888,Stop Sign
14504,Doing other things
133582,Doing other things
5229,Shaking Hand
85739,Sliding Two Fingers Up
91986,Doing other things
76529,Sliding Two Fingers Left
9711,Sliding Two Fingers Left
34816,Sliding Two Fingers Left
82826,Sliding Two Fingers Up
1639,Doing other things
113604,Sliding Two Fingers Left
24480,Doing other things
116615,Doing other things
17949,Pulling Two Fingers In
84029,Doing other things
65600,Doing other things
5610,Sliding Two Fingers Up
109769,Sliding Two Fingers Up
142536,Pulling Two Fingers In
102686,Sliding Two Fingers Right
10707,Sliding Two Fingers Right
20393,Doing other things
116028,Pulling Two Fingers In
30011,Doing other things
137526,Sliding Two Fingers Up
103482,Sliding Two Fingers Down
136188,Stop Sign
68451,No gesture
1839,Sliding Two Fingers Up
107261,Stop Sign
104173,Doing other things
78972,Pulling Two Fingers In
29109,Sliding Two Fingers Up
67633,Sliding Two Fingers Down
120751,Doing other things
89281,Shaking Hand
112246,Sliding Two Fingers Up
67610,Sliding Two Fingers Right
62569,Sliding Two Fingers Down
47162,Shaking Hand
11211,Pulling Two Fingers In
143766,Sliding Two Fingers Up
20329,No gesture
78749,Doing other things
113095,Sliding Two Fingers Up
143748,Doing other things
146083,Doing other things
10454,Sliding Two Fingers Up
61700,Sliding Two Fingers Right
132887,Doing other things
25452,No gesture
127442,Stop Sign
144203,No gesture
64542,Sliding Two Fingers Down
31887,Shaking Hand
78202,Shaking Hand
18638,Pulling Two Fingers In
23837,Pulling Two Fingers In
60306,Shaking Hand
121,Sliding Two Fingers Down
42012,Sliding Two Fingers Right
36562,Doing other things
46221,Sliding Two Fingers Up
2612,Sliding Two Fingers Left
115307,No gesture
131509,Pulling Two Fingers In
56897,Stop Sign
3411,No gesture
147228,Doing other things
118750,Shaking Hand
141253,Pulling Two Fingers In
143098,No gesture
106831,No gesture
116357,Sliding Two Fingers Left
93960,Sliding Two Fingers Right
15994,Pulling Two Fingers In
107482,Sliding Two Fingers Up
139993,Sliding Two Fingers Down
122645,Stop Sign
94852,Pulling Two Fingers In
39406,Doing other things
51044,Sliding Two Fingers Up
32672,Stop Sign
38339,Sliding Two Fingers Right
21935,Doing other things
38761,Shaking Hand
64575,Doing other things
40330,Sliding Two Fingers Up
36599,Sliding Two Fingers Right
69076,Doing other things
20073,Doing other things
65529,Pulling Two Fingers In
99546,Doing other things
36287,Doing other things
92499,Stop Sign
136495,Sliding Two Fingers Down
57132,Doing other things
44067,Shaking Hand
98083,Sliding Two Fingers Down
18707,Shaking Hand
87441,Pulling Two Fingers In
93463,Pulling Two Fingers In
106689,Pulling Two Fingers In
123951,Doing other things
134908,Doing other things
31993,Pulling Two Fingers In
119645,No gesture
50900,Shaking Hand
28361,No gesture
24817,Shaking Hand
138365,Stop Sign
121919,Shaking Hand
36563,Doing other things
117520,Pulling Two Fingers In
63546,Sliding Two Fingers Left
57659,Doing other things
74288,No gesture
67837,Shaking Hand
10147,Sliding Two Fingers Down
42130,Doing other things
76946,Sliding Two Fingers Down
146117,Pulling Two Fingers In
92568,No gesture
4036,Sliding Two Fingers Left
958,Shaking Hand
80067,Stop Sign
106960,Sliding Two Fingers Down
41042,Doing other things
138331,Sliding Two Fingers Right
17101,Sliding Two Fingers Right
115203,Doing other things
107566,Sliding Two Fingers Down
33448,Sliding Two Fingers Down
84880,Stop Sign
111977,No gesture
115154,Doing other things
19142,Doing other things
6518,Sliding Two Fingers Down
35238,Doing other things
122391,Doing other things
78440,Stop Sign
9807,Shaking Hand
120113,Sliding Two Fingers Down
115408,No gesture
131572,Doing other things
43401,No gesture
112426,Pulling Two Fingers In
89689,Sliding Two Fingers Left
106884,Sliding Two Fingers Left
30821,Stop Sign
5861,Doing other things
27067,Doing other things
120865,Sliding Two Fingers Up
15463,Doing other things
3249,Shaking Hand
137293,Sliding Two Fingers Left
67469,Sliding Two Fingers Up
91913,Sliding Two Fingers Up
67596,Doing other things
113270,Sliding Two Fingers Down
6148,Sliding Two Fingers Left
76450,Shaking Hand
88574,Sliding Two Fingers Right
68180,Doing other things
136183,Shaking Hand
78794,Sliding Two Fingers Up
67582,Sliding Two Fingers Down
95094,Sliding Two Fingers Down
111663,Sliding Two Fingers Left
79452,Sliding Two Fingers Up
144247,Sliding Two Fingers Left
34290,Shaking Hand
58874,Doing other things
51445,Sliding Two Fingers Down
85987,Shaking Hand
72504,No gesture
65242,Doing other things
22789,Pulling Two Fingers In
64682,Pulling Two Fingers In
4683,Doing other things
59773,Doing other things
109763,Stop Sign
91316,No gesture
46866,Doing other things
6008,Sliding Two Fingers Up
96357,Doing other things
146643,Stop Sign
113239,Shaking Hand
37441,Sliding Two Fingers Up
110732,Doing other things
62233,Doing other things
59493,No gesture
78613,Pulling Two Fingers In
122767,Stop Sign
42887,Sliding Two Fingers Right
128551,Doing other things
125507,Stop Sign
92481,No gesture
103744,No gesture
58796,Pulling Two Fingers In
122793,Doing other things
119548,Sliding Two Fingers Right
74055,Sliding Two Fingers Right
104888,Sliding Two Fingers Up
34482,Sliding Two Fingers Up
27701,Sliding Two Fingers Left
136823,Stop Sign
76248,Doing other things
36440,Pulling Two Fingers In
113190,Sliding Two Fingers Right
77189,Sliding Two Fingers Down
67365,No gesture
82274,Stop Sign
7452,Sliding Two Fingers Up
52734,No gesture
16008,Sliding Two Fingers Left
25503,Sliding Two Fingers Left
131589,Doing other things
20017,Doing other things
70164,Sliding Two Fingers Up
71492,Shaking Hand
22936,Sliding Two Fingers Left
8779,Doing other things
126126,No gesture
134580,Pulling Two Fingers In
99131,Doing other things
1793,Sliding Two Fingers Left
55969,Stop Sign
75399,Doing other things
121377,No gesture
140792,Stop Sign
35922,Sliding Two Fingers Left
66715,Sliding Two Fingers Down
58310,Sliding Two Fingers Up
135680,Doing other things
2705,Doing other things
84266,Pulling Two Fingers In
77290,Doing other things
131814,Pulling Two Fingers In
129065,Doing other things
22508,Pulling Two Fingers In
55435,Doing other things
17596,Sliding Two Fingers Down
50348,Pulling Two Fingers In
76772,Doing other things
114528,Stop Sign
81293,Sliding Two Fingers Left
84329,Sliding Two Fingers Right
102098,Stop Sign
67897,Shaking Hand
7865,Doing other things
81112,Doing other things
17507,Sliding Two Fingers Left
7711,Stop Sign
46036,No gesture
146430,Doing other things
63901,Doing other things
86187,Doing other things
82837,Doing other things
45160,Sliding Two Fingers Left
52558,Doing other things
82044,Doing other things
95473,No gesture
70169,Stop Sign
130155,Sliding Two Fingers Left
115059,Sliding Two Fingers Down
125349,Doing other things
